Airline,Airline_ID,Source_Airport,Source_Airport_ID,Destination_Airport,Destination_Airport_ID,Codeshare,Stops,Equipment,IATA_Source,Latitude_Source,Longitude_Source,IATA_Destination,Latitude_Destination,Longitude_Destination,Airport_Name,IATA_x,Latitude,Longitude,IATA_y,ISO_Country_Source,Scheduled_Service_Source,IATA,ISO_Country_Destination,Scheduled_Service_Destination
AA,24,AKL,2006,BNE,3320,Y,0,737,AKL,-37.01199,174.786331,BNE,-27.384199142456055,153.11700439453125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BNE,AU,yes
AA,24,AKL,2006,PPT,4075,Y,0,340,AKL,-37.01199,174.786331,PPT,-17.553699,-149.606995,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,PPT,PF,yes
AA,24,AKL,2006,SYD,3361,Y,0,737,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
AA,24,BNE,3320,AKL,2006,Y,0,737,BNE,-27.384199142456055,153.11700439453125,AKL,-37.01199,174.786331,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,AKL,NZ,yes
AA,24,CHC,2009,SYD,3361,Y,0,737,CHC,-43.48939895629883,172.53199768066406,SYD,-33.94609832763672,151.177001953125,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,SYD,AU,yes
AA,24,PPT,4075,AKL,2006,Y,0,340,PPT,-17.553699,-149.606995,AKL,-37.01199,174.786331,Faa'a International Airport,PPT,-17.553699,-149.606995,PPT,PF,yes,AKL,NZ,yes
AA,24,SYD,3361,AKL,2006,Y,0,737,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
AA,24,SYD,3361,CHC,2009,Y,0,737,SYD,-33.94609832763672,151.177001953125,CHC,-43.48939895629883,172.53199768066406,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,CHC,NZ,yes
AC,330,YVR,156,AKL,2006,,0,772,YVR,49.193901062,-123.183998108,AKL,-37.01199,174.786331,Vancouver International Airport,YVR,49.193901062,-123.183998108,YVR,CA,yes,AKL,NZ,yes
CA,751,AKL,2006,PVG,3406,Y,0,763 772,AKL,-37.01199,174.786331,PVG,31.1434,121.805,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,PVG,CN,yes
CA,751,PVG,3406,AKL,2006,Y,0,772 763,PVG,31.1434,121.805,AKL,-37.01199,174.786331,Shanghai Pudong International Airport,PVG,31.1434,121.805,PVG,CN,yes,AKL,NZ,yes
CI,1756,AKL,2006,BNE,3320,,0,333,AKL,-37.01199,174.786331,BNE,-27.384199142456055,153.11700439453125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BNE,AU,yes
CI,1756,AKL,2006,SYD,3361,,0,333,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
CI,1756,BNE,3320,AKL,2006,,0,333,BNE,-27.384199142456055,153.11700439453125,AKL,-37.01199,174.786331,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,AKL,NZ,yes
CI,1756,SYD,3361,AKL,2006,,0,333,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
CX,1680,AKL,2006,HKG,3077,,0,343,AKL,-37.01199,174.786331,HKG,22.308901,113.915001,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,HKG,HK,yes
CX,1680,HKG,3077,AKL,2006,,0,343,HKG,22.308901,113.915001,AKL,-37.01199,174.786331,Hong Kong International Airport,HKG,22.308901,113.915001,HKG,HK,yes,AKL,NZ,yes
CZ,1767,AKL,2006,CAN,3370,,0,787,AKL,-37.01199,174.786331,CAN,23.392401,113.299004,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,CAN,CN,yes
CZ,1767,CAN,3370,AKL,2006,,0,787,CAN,23.392401,113.299004,AKL,-37.01199,174.786331,Guangzhou Baiyun International Airport,CAN,23.392401,113.299004,CAN,CN,yes,AKL,NZ,yes
EK,2183,AKL,2006,BNE,3320,,0,388,AKL,-37.01199,174.786331,BNE,-27.384199142456055,153.11700439453125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BNE,AU,yes
EK,2183,AKL,2006,MEL,3339,,0,388,AKL,-37.01199,174.786331,MEL,-37.673302,144.843002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,MEL,AU,yes
EK,2183,AKL,2006,SYD,3361,,0,388,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
EK,2183,BNE,3320,AKL,2006,,0,388,BNE,-27.384199142456055,153.11700439453125,AKL,-37.01199,174.786331,Brisbane International Airport,BNE,-27.384199142456055,153.11700439453125,BNE,AU,yes,AKL,NZ,yes
EK,2183,CHC,2009,SYD,3361,,0,77W,CHC,-43.48939895629883,172.53199768066406,SYD,-33.94609832763672,151.177001953125,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,SYD,AU,yes
EK,2183,MEL,3339,AKL,2006,,0,388,MEL,-37.673302,144.843002,AKL,-37.01199,174.786331,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,AKL,NZ,yes
EK,2183,MEL,3339,WLG,2042,Y,0,73H,MEL,-37.673302,144.843002,WLG,-41.3272018433,174.804992676,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,WLG,NZ,yes
EK,2183,SYD,3361,AKL,2006,,0,388,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
EK,2183,SYD,3361,CHC,2009,,0,77W,SYD,-33.94609832763672,151.177001953125,CHC,-43.48939895629883,172.53199768066406,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,CHC,NZ,yes
EK,2183,SYD,3361,WLG,2042,Y,0,73H,SYD,-33.94609832763672,151.177001953125,WLG,-41.3272018433,174.804992676,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,WLG,NZ,yes
EK,2183,SYD,3361,ZQN,2030,Y,0,73H,SYD,-33.94609832763672,151.177001953125,ZQN,-45.021099,168.738998,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,ZQN,NZ,yes
EK,2183,WLG,2042,MEL,3339,Y,0,73H,WLG,-41.3272018433,174.804992676,MEL,-37.673302,144.843002,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,MEL,AU,yes
EK,2183,WLG,2042,SYD,3361,Y,0,73H,WLG,-41.3272018433,174.804992676,SYD,-33.94609832763672,151.177001953125,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,SYD,AU,yes
EK,2183,ZQN,2030,SYD,3361,Y,0,73H,ZQN,-45.021099,168.738998,SYD,-33.94609832763672,151.177001953125,Queenstown International Airport,ZQN,-45.021099,168.738998,ZQN,NZ,yes,SYD,AU,yes
ET,2220,AKL,2006,SIN,3316,,0,77W,AKL,-37.01199,174.786331,SIN,1.35019,103.994003,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SIN,SG,yes
ET,2220,CHC,2009,SIN,3316,,0,772,CHC,-43.48939895629883,172.53199768066406,SIN,1.35019,103.994003,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,SIN,SG,yes
ET,2220,SIN,3316,AKL,2006,,0,77W,SIN,1.35019,103.994003,AKL,-37.01199,174.786331,Singapore Changi Airport,SIN,1.35019,103.994003,SIN,SG,yes,AKL,NZ,yes
ET,2220,SIN,3316,CHC,2009,,0,772,SIN,1.35019,103.994003,CHC,-43.48939895629883,172.53199768066406,Singapore Changi Airport,SIN,1.35019,103.994003,SIN,SG,yes,CHC,NZ,yes
FJ,879,AKL,2006,NAN,1960,,0,73W 73H 332,AKL,-37.01199,174.786331,NAN,-17.755399703979492,177.4429931640625,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NAN,FJ,yes
FJ,879,NAN,1960,AKL,2006,,0,73H 332 73W,NAN,-17.755399703979492,177.4429931640625,AKL,-37.01199,174.786331,Nadi International Airport,NAN,-17.755399703979492,177.4429931640625,NAN,FJ,yes,AKL,NZ,yes
FJ,879,NAN,1960,CHC,2009,,0,73H,NAN,-17.755399703979492,177.4429931640625,CHC,-43.48939895629883,172.53199768066406,Nadi International Airport,NAN,-17.755399703979492,177.4429931640625,NAN,FJ,yes,CHC,NZ,yes
FJ,879,SUV,1961,AKL,2006,,0,73W,SUV,-18.04330062866211,178.5590057373047,AKL,-37.01199,174.786331,Nausori International Airport,SUV,-18.04330062866211,178.5590057373047,SUV,FJ,yes,AKL,NZ,yes
HA,2688,HNL,3728,AKL,2006,,0,332,HNL,21.32062,-157.924228,AKL,-37.01199,174.786331,Daniel K Inouye International Airport,HNL,21.32062,-157.924228,HNL,US,yes,AKL,NZ,yes
JQ,3052,ADL,3341,AKL,2006,,0,320,ADL,-34.947512,138.533393,AKL,-37.01199,174.786331,Adelaide International Airport,ADL,-34.947512,138.533393,ADL,AU,yes,AKL,NZ,yes
JQ,3052,AKL,2006,ADL,3341,,0,320,AKL,-37.01199,174.786331,ADL,-34.947512,138.533393,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,ADL,AU,yes
JQ,3052,AKL,2006,CHC,2009,,0,320,AKL,-37.01199,174.786331,CHC,-43.48939895629883,172.53199768066406,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,CHC,NZ,yes
JQ,3052,AKL,2006,DUD,2011,,0,320,AKL,-37.01199,174.786331,DUD,-45.928101,170.197998,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,DUD,NZ,yes
JQ,3052,AKL,2006,MEL,3339,,0,320,AKL,-37.01199,174.786331,MEL,-37.673302,144.843002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,MEL,AU,yes
JQ,3052,AKL,2006,OOL,3321,,0,320,AKL,-37.01199,174.786331,OOL,-28.165962,153.506641,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,OOL,AU,yes
JQ,3052,AKL,2006,SIN,3316,,0,332,AKL,-37.01199,174.786331,SIN,1.35019,103.994003,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SIN,SG,yes
JQ,3052,AKL,2006,SYD,3361,,0,320,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
JQ,3052,AKL,2006,WLG,2042,,0,320,AKL,-37.01199,174.786331,WLG,-41.3272018433,174.804992676,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,WLG,NZ,yes
JQ,3052,AKL,2006,ZQN,2030,,0,320,AKL,-37.01199,174.786331,ZQN,-45.021099,168.738998,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,ZQN,NZ,yes
JQ,3052,CHC,2009,AKL,2006,,0,320,CHC,-43.48939895629883,172.53199768066406,AKL,-37.01199,174.786331,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,AKL,NZ,yes
JQ,3052,CHC,2009,MEL,3339,,0,320,CHC,-43.48939895629883,172.53199768066406,MEL,-37.673302,144.843002,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,MEL,AU,yes
JQ,3052,CHC,2009,OOL,3321,,0,320,CHC,-43.48939895629883,172.53199768066406,OOL,-28.165962,153.506641,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,OOL,AU,yes
JQ,3052,CHC,2009,SYD,3361,,0,320,CHC,-43.48939895629883,172.53199768066406,SYD,-33.94609832763672,151.177001953125,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,SYD,AU,yes
JQ,3052,CHC,2009,WLG,2042,,0,320,CHC,-43.48939895629883,172.53199768066406,WLG,-41.3272018433,174.804992676,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,WLG,NZ,yes
JQ,3052,DUD,2011,AKL,2006,,0,320,DUD,-45.928101,170.197998,AKL,-37.01199,174.786331,Dunedin International Airport,DUD,-45.928101,170.197998,DUD,NZ,yes,AKL,NZ,yes
JQ,3052,MEL,3339,AKL,2006,,0,320,MEL,-37.673302,144.843002,AKL,-37.01199,174.786331,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,AKL,NZ,yes
JQ,3052,MEL,3339,CHC,2009,,0,320,MEL,-37.673302,144.843002,CHC,-43.48939895629883,172.53199768066406,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,CHC,NZ,yes
JQ,3052,MEL,3339,ZQN,2030,,0,320,MEL,-37.673302,144.843002,ZQN,-45.021099,168.738998,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,ZQN,NZ,yes
JQ,3052,OOL,3321,AKL,2006,,0,320,OOL,-28.165962,153.506641,AKL,-37.01199,174.786331,Gold Coast Airport,OOL,-28.165962,153.506641,OOL,AU,yes,AKL,NZ,yes
JQ,3052,OOL,3321,CHC,2009,,0,320,OOL,-28.165962,153.506641,CHC,-43.48939895629883,172.53199768066406,Gold Coast Airport,OOL,-28.165962,153.506641,OOL,AU,yes,CHC,NZ,yes
JQ,3052,SIN,3316,AKL,2006,,0,332,SIN,1.35019,103.994003,AKL,-37.01199,174.786331,Singapore Changi Airport,SIN,1.35019,103.994003,SIN,SG,yes,AKL,NZ,yes
JQ,3052,SYD,3361,AKL,2006,,0,320,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
JQ,3052,SYD,3361,CHC,2009,,0,320,SYD,-33.94609832763672,151.177001953125,CHC,-43.48939895629883,172.53199768066406,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,CHC,NZ,yes
JQ,3052,SYD,3361,ZQN,2030,,0,320,SYD,-33.94609832763672,151.177001953125,ZQN,-45.021099,168.738998,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,ZQN,NZ,yes
JQ,3052,WLG,2042,AKL,2006,,0,320,WLG,-41.3272018433,174.804992676,AKL,-37.01199,174.786331,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,AKL,NZ,yes
JQ,3052,WLG,2042,CHC,2009,,0,320,WLG,-41.3272018433,174.804992676,CHC,-43.48939895629883,172.53199768066406,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,CHC,NZ,yes
JQ,3052,ZQN,2030,AKL,2006,,0,320,ZQN,-45.021099,168.738998,AKL,-37.01199,174.786331,Queenstown International Airport,ZQN,-45.021099,168.738998,ZQN,NZ,yes,AKL,NZ,yes
JQ,3052,ZQN,2030,SYD,3361,,0,320,ZQN,-45.021099,168.738998,SYD,-33.94609832763672,151.177001953125,Queenstown International Airport,ZQN,-45.021099,168.738998,ZQN,NZ,yes,SYD,AU,yes
KE,3163,AKL,2006,ICN,3930,,0,772,AKL,-37.01199,174.786331,ICN,37.469101,126.450996,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,ICN,KR,yes
KE,3163,ICN,3930,AKL,2006,,0,772,ICN,37.469101,126.450996,AKL,-37.01199,174.786331,Incheon International Airport,ICN,37.469101,126.450996,ICN,KR,yes,AKL,NZ,yes
LA,3200,AKL,2006,SCL,2650,,0,343,AKL,-37.01199,174.786331,SCL,-33.393001556396484,-70.78579711914062,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SCL,CL,yes
LA,3200,AKL,2006,SYD,3361,,0,343 340,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
LA,3200,SCL,2650,AKL,2006,,0,340 343,SCL,-33.393001556396484,-70.78579711914062,AKL,-37.01199,174.786331,Comodoro Arturo Merino Benítez International Airport,SCL,-33.393001556396484,-70.78579711914062,SCL,CL,yes,AKL,NZ,yes
LA,3200,SYD,3361,AKL,2006,,0,343,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
MH,3378,AKL,2006,KUL,3304,,0,772,AKL,-37.01199,174.786331,KUL,2.74558,101.709999,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,KUL,MY,yes
MH,3378,KUL,3304,AKL,2006,,0,772,KUL,2.74558,101.709999,AKL,-37.01199,174.786331,Kuala Lumpur International Airport,KUL,2.74558,101.709999,KUL,MY,yes,AKL,NZ,yes
MU,1758,AKL,2006,MEL,3339,Y,0,73H,AKL,-37.01199,174.786331,MEL,-37.673302,144.843002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,MEL,AU,yes
MU,1758,AKL,2006,SYD,3361,Y,0,73H,AKL,-37.01199,174.786331,SYD,-33.94609832763672,151.177001953125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,SYD,AU,yes
MU,1758,CHC,2009,SYD,3361,Y,0,73H,CHC,-43.48939895629883,172.53199768066406,SYD,-33.94609832763672,151.177001953125,Christchurch International Airport,CHC,-43.48939895629883,172.53199768066406,CHC,NZ,yes,SYD,AU,yes
MU,1758,MEL,3339,AKL,2006,Y,0,73H,MEL,-37.673302,144.843002,AKL,-37.01199,174.786331,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,AKL,NZ,yes
MU,1758,MEL,3339,WLG,2042,Y,0,73H,MEL,-37.673302,144.843002,WLG,-41.3272018433,174.804992676,Melbourne International Airport,MEL,-37.673302,144.843002,MEL,AU,yes,WLG,NZ,yes
MU,1758,SYD,3361,AKL,2006,Y,0,73H,SYD,-33.94609832763672,151.177001953125,AKL,-37.01199,174.786331,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,AKL,NZ,yes
MU,1758,SYD,3361,CHC,2009,Y,0,73H,SYD,-33.94609832763672,151.177001953125,CHC,-43.48939895629883,172.53199768066406,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,CHC,NZ,yes
MU,1758,SYD,3361,WLG,2042,Y,0,73H,SYD,-33.94609832763672,151.177001953125,WLG,-41.3272018433,174.804992676,Sydney Kingsford Smith International Airport,SYD,-33.94609832763672,151.177001953125,SYD,AU,yes,WLG,NZ,yes
MU,1758,WLG,2042,MEL,3339,Y,0,73H,WLG,-41.3272018433,174.804992676,MEL,-37.673302,144.843002,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,MEL,AU,yes
MU,1758,WLG,2042,SYD,3361,Y,0,73H,WLG,-41.3272018433,174.804992676,SYD,-33.94609832763672,151.177001953125,Wellington International Airport,WLG,-41.3272018433,174.804992676,WLG,NZ,yes,SYD,AU,yes
NF,524,AKL,2006,VLI,1997,,0,738,AKL,-37.01199,174.786331,VLI,-17.699301,168.320007,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,VLI,VU,yes
NF,524,VLI,1997,AKL,2006,,0,738,VLI,-17.699301,168.320007,AKL,-37.01199,174.786331,Bauerfield International Airport,VLI,-17.699301,168.320007,VLI,VU,yes,AKL,NZ,yes
NH,324,AKL,2006,NRT,2279,Y,0,763 772,AKL,-37.01199,174.786331,NRT,35.764702,140.386002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NRT,JP,yes
NH,324,NRT,2279,AKL,2006,Y,0,763 772,NRT,35.764702,140.386002,AKL,-37.01199,174.786331,Narita International Airport,NRT,35.764702,140.386002,NRT,JP,yes,AKL,NZ,yes
NZ,345,ADL,3341,AKL,2006,,0,320,ADL,-34.947512,138.533393,AKL,-37.01199,174.786331,Adelaide International Airport,ADL,-34.947512,138.533393,ADL,AU,yes,AKL,NZ,yes
NZ,345,AKL,2006,ADL,3341,,0,320,AKL,-37.01199,174.786331,ADL,-34.947512,138.533393,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,ADL,AU,yes
NZ,345,AKL,2006,APW,1969,,0,320 763,AKL,-37.01199,174.786331,APW,-13.829999923706055,-172.00799560546875,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,APW,WS,yes
NZ,345,AKL,2006,BHE,2037,Y,0,DH3 BEH,AKL,-37.01199,174.786331,BHE,-41.5182991027832,173.8699951171875,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BHE,NZ,yes
NZ,345,AKL,2006,BNE,3320,,0,772 773 320 763,AKL,-37.01199,174.786331,BNE,-27.384199142456055,153.11700439453125,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,BNE,AU,yes
NZ,345,AKL,2006,CHC,2009,,0,320 733,AKL,-37.01199,174.786331,CHC,-43.48939895629883,172.53199768066406,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,CHC,NZ,yes
NZ,345,AKL,2006,CNS,3322,,0,320,AKL,-37.01199,174.786331,CNS,-16.885799408,145.755004883,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,CNS,AU,yes
NZ,345,AKL,2006,DUD,2011,,0,320,AKL,-37.01199,174.786331,DUD,-45.928101,170.197998,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,DUD,NZ,yes
NZ,345,AKL,2006,GIS,2012,Y,0,DH3 BEH,AKL,-37.01199,174.786331,GIS,-38.6633,177.977997,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,GIS,NZ,yes
NZ,345,AKL,2006,HKG,3077,,0,772,AKL,-37.01199,174.786331,HKG,22.308901,113.915001,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,HKG,HK,yes
NZ,345,AKL,2006,HLZ,2015,Y,0,BEH,AKL,-37.01199,174.786331,HLZ,-37.8666992188,175.332000732,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,HLZ,NZ,yes
NZ,345,AKL,2006,KAT,2018,Y,0,BEH,AKL,-37.01199,174.786331,KAT,-35.069837,173.287053,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,KAT,NZ,yes
NZ,345,AKL,2006,KKE,2017,Y,0,BEH DH3,AKL,-37.01199,174.786331,KKE,-35.259148,173.913317,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,KKE,NZ,yes
NZ,345,AKL,2006,LAX,3484,,0,772 773,AKL,-37.01199,174.786331,LAX,33.942501,-118.407997,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,LAX,US,yes
NZ,345,AKL,2006,MEL,3339,,0,773 320,AKL,-37.01199,174.786331,MEL,-37.673302,144.843002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,MEL,AU,yes
NZ,345,AKL,2006,NAN,1960,,0,320 763 772 773,AKL,-37.01199,174.786331,NAN,-17.755399703979492,177.4429931640625,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NAN,FJ,yes
NZ,345,AKL,2006,NOU,2005,Y,0,320,AKL,-37.01199,174.786331,NOU,-22.014601,166.212997,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NOU,NC,yes
NZ,345,AKL,2006,NPE,4095,Y,0,AT7 DH3,AKL,-37.01199,174.786331,NPE,-39.465801,176.869995,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NPE,NZ,yes
NZ,345,AKL,2006,NPL,2023,Y,0,AT7 DH3,AKL,-37.01199,174.786331,NPL,-39.00859832763672,174.1790008544922,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NPL,NZ,yes
NZ,345,AKL,2006,NRT,2279,,0,763 772,AKL,-37.01199,174.786331,NRT,35.764702,140.386002,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NRT,JP,yes
NZ,345,AKL,2006,NSN,2024,Y,0,AT7 DH3,AKL,-37.01199,174.786331,NSN,-41.298302,173.220993,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,NSN,NZ,yes
NZ,345,AKL,2006,OOL,3321,,0,320,AKL,-37.01199,174.786331,OOL,-28.165962,153.506641,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,OOL,AU,yes
NZ,345,AKL,2006,PER,3351,,0,772,AKL,-37.01199,174.786331,PER,-31.94029998779297,115.96700286865234,Auckland International Airport,AKL,-37.01199,174.786331,AKL,NZ,yes,PER,AU,yes
